__run_id,cpu_governor,load_type,load_level,experimental_condition,total_application_energy,total_machine_energy,DRAM_ENERGY (J),PACKAGE_ENERGY (J),media_service_energy_joules,home_timeline_service_energy_joules,compose_post_service_energy_joules,throughput,latency_p50,latency_p90,latency_p95,latency_p99,run_time,cpu_usage_mean,cpu_freq_mean,memory_utilization,USED_MEMORY,TOTAL_MEMORY
run_40_repetition_13,conservative,home_timeline,medium,conservative_home_timeline_medium,27.68,3087.0057373046875,447.54058837890625,2639.4651489257812,0,27.68,0,0.01403516791904837,69,87,110,130,120.96960854530334,6.9200092264771715,973.03125,0.03952975799544949,15982921828.721312,404326326272
run_43_repetition_10,conservative,compose_post,medium,conservative_compose_post_medium,309.51,6756.447021484375,1761.9027709960938,4994.544250488281,8.43,68.22,232.86,0.00477498673833502,230,310,380,460,120.7678964138031,36.40081218154407,1002.75,0.03949499391609926,15968865796.231403,404326326272
run_15_repetition_2,powersave,compose_post,low,powersave_compose_post_low,441.46,5326.87384033206,1655.8755493164062,3670.998291015654,10.96,96.22,334.28,0.01833435905141805,50,71,120,120,121.34854412078856,53.71868798180988,799.71875,0.03963134139176535,16023994670.163937,404326326272
run_12_repetition_6,powersave,home_timeline,low,powersave_home_timeline_low,35.19,3158.7137451171293,428.0811767577834,2730.632568359346,0,35.19,0,0.0717711396465166,14,17,18,18,121.35151600837708,7.181481817783024,799.8125,0.03993397415453532,16146357063.344263,404326326272
run_11_repetition_8,powersave,media,high,powersave_media_high,440.65999999999997,4743.136596679717,1414.6912231445312,3328.445373535186,8.47,100.75,331.44,0.00534505327770891,160,260,290,700,122.37535619735718,43.4692021123762,799.78125,0.04025090669322877,16274501232.390244,404326326272
run_53_repetition_13,schedutil,compose_post,high,schedutil_compose_post_high,212.59,7466.494323730498,2255.502136230498,5210.9921875,7.05,67.26,138.28,0.00192092921457415,280,1300,1700,2200,120.71870756149292,29.703170874132972,1678.3125,0.04102901261687947,16589109941.950413,404326326272
run_34_repetition_13,ondemand,compose_post,medium,ondemand_compose_post_medium,213.18,6360.319946289033,1485.721984863252,4874.597961425781,7.33,57.8,148.05,0.00462512678275808,230,320,380,460,120.66072154045104,35.72790381534041,1033.15625,0.04118264119093599,16651226018.90909,404326326272
run_43_repetition_13,conservative,compose_post,medium,conservative_compose_post_medium,272.36,6410.342468261748,1575.0333251953416,4835.309143066406,9.33,78.92,184.11,0.00444297054735532,240,350,390,480,120.74513626098631,35.25459739299537,986.875,0.04128959225472018,16694469149.619837,404326326272
run_35_repetition_8,ondemand,compose_post,high,ondemand_compose_post_high,228.14,7195.311889648467,2263.4224243164062,4931.88946533206,7.7,54.75,165.69,0.00204926610586604,280,1100,1600,2300,120.6986985206604,32.801374443075495,1084.625,0.04146792350832149,16766573170.247934,404326326272
run_50_repetition_13,schedutil,home_timeline,high,schedutil_home_timeline_high,39.31,3026.9398193359957,426.37017822265625,2600.5696411133395,0,39.31,0,0.01286314238150045,71,90,130,160,121.09120917320251,7.466959089544588,1487.75,0.04168063120302303,16852576491.016394,404326326272
run_26_repetition_11,userspace,compose_post,high,userspace_compose_post_high,310.51,7279.881469726592,2299.2300415039062,4980.651428222685,10.32,92.94,207.25,0.00195722785033127,310,1200,1700,2400,121.11462998390198,39.065050101169376,1334.46875,0.04163803789388765,16835354894.809916,404326326272
run_52_repetition_12,schedutil,compose_post,medium,schedutil_compose_post_medium,211.76999999999998,7729.26495361331,2328.179870605498,5401.0850830078125,7.2,59.63,144.94,0.00462865363332443,230,350,370,460,120.59669947624208,31.57465719742593,1719.75,0.04180702051773532,16903679018.314049,404326326272
run_50_repetition_6,schedutil,home_timeline,high,schedutil_home_timeline_high,29.87,3029.0443115234375,423.47711181640625,2605.5671997070312,0,29.87,0,0.01281777813955173,71,90,130,170,121.17162799835204,7.4723602303410654,1425.875,0.04202134417335256,16990335714.622952,404326326272
run_8_repetition_5,performance,compose_post,high,performance_compose_post_high,187.18,7532.745178222656,2231.4642333984375,5301.280944824219,5.84,60.76,120.58,0.00208049685173555,290,1100,1500,2100,120.59418153762816,28.53696250028847,2886.09375,0.041945058358291695,16959491351.272728,404326326272
run_21_repetition_1,userspace,home_timeline,low,userspace_home_timeline_low,19.09,5118.682800292998,1499.5930786133104,3619.089721679687,0,19.09,0,0.07436296853696499,13,17,17,18,120.5132508277893,2.8369864187672853,2592.15625,0.042078666605047076,17013512682.842976,404326326272
run_7_repetition_2,performance,compose_post,medium,performance_compose_post_medium,235.02,7731.0806274413735,2295.1593627929396,5435.921264648434,6.54,63.15,165.33,0.00465204728853748,230,340,370,460,120.54586815834044,30.136379626371763,2871.78125,0.042128996345046105,17033862321.719007,404326326272
run_35_repetition_5,ondemand,compose_post,high,ondemand_compose_post_high,243.46,7144.302978515661,2211.293457031279,4933.009521484382,7.22,61.66,174.58,0.00191036162725884,280,1300,1700,2100,120.6844367980957,32.8705040218755,1196.75,0.04227215189521678,17091743879.40496,404326326272
run_37_repetition_9,conservative,media,medium,conservative_media_medium,164.14,4815.617858886719,1212.244384765625,3603.3734741210938,5.07,43.46,115.61,0.00596782623964497,160,230,270,300,121.08964085578918,25.809187073443763,1003.90625,0.042496214276987236,17182338199.081966,404326326272
run_22_repetition_1,userspace,home_timeline,medium,userspace_home_timeline_medium,29.88,3761.5443115234375,949.39569091796875,2812.1486206054688,0,29.86,0.02,0.01404447734307414,69,87,100,130,121.58725333213806,7.217596513723007,868.3125,0.04308121561882595,17418869642.491802,404326326272
run_0_repetition_14,performance,media,low,performance_media_low,159.77,7594.572692871152,2404.589599609433,5189.983093261719,6.41,40.93,112.43,0.06760853385162169,14,21,22,27,120.52970933914185,19.091900650596564,2739.21875,0.04318398069815904,17460420269.487602,404326326272
run_41_repetition_7,conservative,home_timeline,high,conservative_home_timeline_high,28.49,3103.6945800781245,463.0822143554687,2640.612365722656,0,28.49,0,0.01276382600083561,72,91,130,160,121.31719398498537,7.321183924731171,1087.8125,0.04355579750339152,17610755592.393444,404326326272
run_41_repetition_0,conservative,home_timeline,high,conservative_home_timeline_high,28.85,3129.58740234375,467.66314697265625,2661.9242553710938,0,28.85,0,0.01236304795654639,74,93,130,160,121.23237347602844,7.136947251642581,1083.4375,0.04356302955174203,17613679699.934425,404326326272
