__run_id,cpu_governor,load_type,load_level,experimental_condition,total_application_energy,total_machine_energy,DRAM_ENERGY (J),PACKAGE_ENERGY (J),media_service_energy_joules,home_timeline_service_energy_joules,compose_post_service_energy_joules,throughput,latency_p50,latency_p90,latency_p95,latency_p99,run_time,cpu_usage_mean,cpu_freq_mean,memory_utilization,USED_MEMORY,TOTAL_MEMORY
run_10_repetition_0,powersave,media,medium,powersave_media_medium,352.87,4562.2476806640625,1218.2354125976562,3344.0122680664062,7.22,80.4,265.25,0.00716050448701954,130,210,240,290,121.67008948326112,47.741571902984475,799.78125,0.0926060743019606,37443073812.9836,404326326272
run_27_repetition_1,ondemand,media,low,ondemand_media_low,210.42000000000002,5199.491516113281,1310.405029296875,3889.0864868164062,7.12,43.4,159.9,0.0647970315432069,15,22,23,30,120.61749529838562,25.03200004653128,1047.71875,0.09379930182043222,37925527111.93388,404326326272
run_15_repetition_6,powersave,compose_post,low,powersave_compose_post_low,452.36,4858.904724121079,1215.034057617173,3643.8706665039062,17.65,95.95,338.76,0.00645578950068781,150,180,180,220,121.35804224014282,55.839416760859656,799.75,0.09381898932580753,37933487288.65574,404326326272
run_24_repetition_12,userspace,compose_post,low,userspace_compose_post_low,477.52,4924.177490234375,1264.5453491210938,3659.6321411132817,10.9,120.46,346.16,0.0065096277185469,150,170,180,180,121.35822582244872,54.87106880315076,799.75,0.09391034713137568,37970425654.55738,404326326272
run_31_repetition_9,ondemand,home_timeline,medium,ondemand_home_timeline_medium,21.97,3111.7352905273583,386.15966796876455,2725.5756225585938,0,21.97,0,0.01354823627321489,71,90,110,140,120.86256408691406,5.523536165283362,1151.78125,0.09404866221510931,38026350084.23141,404326326272
run_45_repetition_3,schedutil,media,low,schedutil_media_low,144.61,5204.664794921842,1273.068115234346,3931.596679687496,6.93,40.81,96.87,0.06285749414235875,16,22,23,48,120.6131067276001,22.196754982248564,1424.5,0.09417762544988782,38078493315.17355,404326326272
run_52_repetition_9,schedutil,compose_post,medium,schedutil_compose_post_medium,271.42,7365.54370117186,2196.9191894531104,5168.62451171875,6.42,56.2,208.8,0.00375030466183357,280,390,410,500,120.6337399482727,32.95947312993143,1696.3125,0.09442212918192784,38177352610.90909,404326326272
run_48_repetition_5,schedutil,home_timeline,low,schedutil_home_timeline_low,26.45,3150.274230957046,416.70166015626455,2733.5725708007812,0.02,26.43,0,0.07286420798241462,14,17,17,18,120.61374497413637,6.9943229809618925,1644.15625,0.09455332914892053,38230400211.57025,404326326272
run_9_repetition_8,powersave,media,low,powersave_media_low,307.51,4767.622619628906,1294.1575317382812,3473.465087890625,9.87,73.92,223.72,0.08576756022115228,11,16,18,23,121.37656235694884,43.7141938309689,799.65625,0.0947951472893955,38328173651.934425,404326326272
run_14_repetition_9,powersave,home_timeline,high,powersave_home_timeline_high,36.06,3104.5093994140407,422.08642578123545,2682.422973632805,0,36.02,0.04,0.01249239274603484,72,90,130,160,121.9121708869934,12.492101637493878,799.375,0.09531789522214061,38539534403.14754,404326326272
run_40_repetition_9,conservative,home_timeline,medium,conservative_home_timeline_medium,26.76,3101.182250976548,414.00500488279795,2687.17724609375,0,26.76,0,0.01374872677652547,71,89,110,140,120.9658374786377,7.600908019350934,943.875,0.09526884475410942,38519702007.60656,404326326272
run_6_repetition_8,performance,compose_post,low,performance_compose_post_low,242.19,7277.192687988281,2220.1839599609375,5057.008728027344,4.17,57.15,180.87,0.01190424512183352,83,100,110,110,120.53416228294373,27.42556659838815,2748.3125,0.0952745592485055,38522012528.13223,404326326272
run_19_repetition_13,userspace,media,medium,userspace_media_medium,171.05,6087.293029785142,1780.4416503906104,4306.851379394531,6.2,39.65,125.2,0.00637478966231481,140,220,250,290,120.81638383865356,20.280530535546706,2687.1875,0.0955183641482431,38620589267.57025,404326326272
run_24_repetition_11,userspace,compose_post,low,userspace_compose_post_low,304.08000000000004,7272.196716308594,2212.934326171875,5059.262390136719,9.91,85.15,209.02,0.01381120308307451,73,80,83,85,120.5125961303711,27.656304242643564,2696.34375,0.09598233345643525,38808184273.454544,404326326272
run_48_repetition_14,schedutil,home_timeline,low,schedutil_home_timeline_low,27.61,3129.790405273452,397.3902587890625,2732.4001464843896,0,27.61,0,0.07288648664316177,14,17,17,18,120.57843208312988,6.997550232628406,1684.1875,0.0960211168491847,38823865420.16529,404326326272
run_12_repetition_1,powersave,home_timeline,low,powersave_home_timeline_low,34.29,3179.5278930663917,420.5110473632813,2759.0168457031104,0,34.29,0,0.07370329635416466,14,17,17,18,121.37471389770508,7.537406024813163,799.625,0.09609462003822042,38853584694.55738,404326326272
run_43_repetition_4,conservative,compose_post,medium,conservative_compose_post_medium,186.51,5960.760681152344,1282.849365234375,4677.911315917969,5.14,63.6,117.77,0.00369668633493619,280,390,410,450,120.78070831298828,37.498422361633246,1006.1875,0.09610904388426593,38859416635.23967,404326326272
run_32_repetition_0,ondemand,home_timeline,high,ondemand_home_timeline_high,20.49,3325.7981567382812,473.72320556640625,2852.074951171875,0,20.49,0,0.01234811384856846,74,93,130,170,121.19707226753236,6.427262896916174,1232.84375,0.09629093218257916,38932958862.68852,404326326272
run_7_repetition_9,performance,compose_post,medium,performance_compose_post_medium,258.79,7519.063537597627,2190.3444213867188,5328.719116210908,5.15,67.62,186.02,0.00380667509390319,280,390,410,460,120.59107899665833,31.53448901955069,2783.6875,0.09613537605621543,38870063425.58678,404326326272
run_44_repetition_13,conservative,compose_post,high,conservative_compose_post_high,311.37,5863.8228759765625,1255.1309204101562,4608.691955566406,7.59,74.77,229.01,0.00177472929319019,390,1200,1700,2200,120.82518100738524,37.3867075709272,993.46875,0.09630222760573387,38937525899.63636,404326326272
run_53_repetition_7,schedutil,compose_post,high,schedutil_compose_post_high,243.48,7128.9351806640625,2037.6878662109375,5091.247314453125,4.75,63.23,175.5,0.0017492745876156,350,1300,1800,2600,120.6228380203247,32.400597690950995,1566.28125,0.09640056010058595,38977284316.03306,404326326272
run_25_repetition_8,userspace,compose_post,medium,userspace_compose_post_medium,409.49,7222.207580566406,2216.9957885742188,5005.2117919921875,10.92,103.92,294.65,0.00343450621014558,290,440,480,550,121.33672618865968,42.282069055836836,1348.78125,0.0964715671526279,39005994336.52459,404326326272
run_22_repetition_8,userspace,home_timeline,medium,userspace_home_timeline_medium,22.11,4403.955261230469,1127.7642822265625,3276.1909790039062,0,22.11,0,0.01401583344432536,69,87,110,130,121.29857754707336,6.042693923189005,1289.3125,0.09669057123624217,39094543453.09091,404326326272
run_16_repetition_14,powersave,compose_post,medium,powersave_compose_post_medium,449.27,5203.386779785156,1449.4822387695312,3753.904541015625,11.23,94.04,344,0.00279645235612622,340,470,520,620,121.40679264068604,68.05055383220315,799.6875,0.0967198319674623,39106374337.04918,404326326272
run_53_repetition_0,schedutil,compose_post,high,schedutil_compose_post_high,215.17000000000002,7167.68994140625,2056.2132568359375,5111.4766845703125,7.02,55.19,152.96,0.00177824339542635,350,1200,1600,2200,120.63765096664427,32.21695764544458,1580.625,0.09677571273765453,39128968403.57025,404326326272
run_25_repetition_7,userspace,compose_post,medium,userspace_compose_post_medium,469.97,7222.273071289121,2234.46240234375,4987.810668945371,10.77,98.29,360.91,0.0034308935329121,280,450,470,540,121.1393105983734,50.28286202128761,1084.875,0.09687197108952582,39167888189.35537,404326326272
run_16_repetition_1,powersave,compose_post,medium,powersave_compose_post_medium,394.8,5261.472106933623,1488.0613403320312,3773.410766601592,12.73,142.52,239.55,0.0028733127285421,340,450,490,570,121.4499990940094,68.63748047586347,799.46875,0.09693902310926081,39194999086.16393,404326326272
run_42_repetition_9,conservative,compose_post,low,conservative_compose_post_low,238.7,5477.272644042998,1234.3677978515625,4242.904846191435,10.05,75.07,153.58,0.01016539402244332,99,120,120,120,120.66070556640624,33.05422656298114,933.46875,0.09708398619406025,39253611477.68595,404326326272
run_20_repetition_3,userspace,media,high,userspace_media_high,236.69,4869.856384277344,1127.0604858398438,3742.7958984375,9.96,74.01,152.72,0.00517765903847489,160,270,300,810,122.24394154548644,40.70770753089523,893.5,0.09737262009273276,39370313761.57377,404326326272
run_24_repetition_7,userspace,compose_post,low,userspace_compose_post_low,430.93000000000006,5268.328369140625,1190.569580078125,4077.7587890625,9.09,152.61,269.23,0.00641877043131948,150,210,240,250,121.36500263214111,50.54607210425875,954.15625,0.0980452086438534,39642259019.540985,404326326272
run_33_repetition_14,ondemand,compose_post,low,ondemand_compose_post_low,216.64,5728.474975585967,1230.892822265625,4497.582153320342,7.03,53.63,155.98,0.01138495468335772,87,100,110,110,120.6393826007843,33.647559410853944,1023.1875,0.09804974104005065,39644091586.64463,404326326272
run_24_repetition_0,userspace,compose_post,low,userspace_compose_post_low,365.03,6568.327392578154,2132.5284423828416,4435.7989501953125,9.53,115.37,240.13,0.006288071463036,160,210,220,220,121.25453162193298,47.84321968115805,1024.5,0.09811117415117467,39668930610.77686,404326326272
run_30_repetition_1,ondemand,home_timeline,low,ondemand_home_timeline_low,31.55,3160.2384033202834,396.17669677731465,2764.0617065429688,0,31.55,0,0.07413626753344912,13,17,17,18,120.57302355766296,5.5836165662362305,1153.65625,0.09820193820930609,39705628908.95868,404326326272
run_52_repetition_8,schedutil,compose_post,medium,schedutil_compose_post_medium,206.79999999999998,7352.818847656279,2165.002014160156,5187.816833496123,7.71,47.14,151.95,0.00384691931963294,280,380,410,500,120.58770942687988,33.38557741029018,1663.59375,0.09813304617058467,39677774044.03306,404326326272
run_11_repetition_2,powersave,media,high,powersave_media_high,378.63,4478.253479003906,1150.9949340820312,3327.258544921875,9.18,86.48,282.97,0.00516571459048524,160,270,300,940,122.27756667137146,49.0800125789447,799.65625,0.09853663286838088,39840954770.88525,404326326272
run_53_repetition_2,schedutil,compose_post,high,schedutil_compose_post_high,236.68,7149.835991113272,2055.224548339844,5094.611442773428,6.99,45.9,183.79,0.0017884531006088,360,1300,1600,2200,120.63147497177124,32.186316590386724,1716.625,0.09908137047957116,40061206528,404326326272
run_43_repetition_11,conservative,compose_post,medium,conservative_compose_post_medium,282.8,5811.2161865234375,1233.4556884765625,4577.760498046875,8.59,68.58,205.63,0.00335375884612272,300,420,460,520,120.81637382507324,36.78336469136363,1116.15625,0.09915015635807221,40089018469.55372,404326326272
run_25_repetition_13,userspace,compose_post,medium,userspace_compose_post_medium,480.43,5510.433837890625,1394.6936645507812,4115.740173339844,10.51,113.49,356.43,0.00277721954322058,360,510,550,640,121.169860124588,57.99386406625228,985.40625,0.09920539659432163,40111353551.338844,404326326272
run_31_repetition_0,ondemand,home_timeline,medium,ondemand_home_timeline_medium,18.66,3122.7843627929724,390.206298828125,2732.5780639648474,0,18.66,0,0.01399698821969087,69,87,110,130,120.88341403007507,5.8075650862826045,1134.21875,0.09923203669788828,40122124846.545456,404326326272
run_15_repetition_4,powersave,compose_post,low,powersave_compose_post_low,337.53,4797.085510253903,1171.96240234375,3625.1231079101526,14.03,55.47,268.03,0.00560060918807682,170,210,230,230,121.40430068969728,55.51176686386472,799.65625,0.09928330227300525,40142852868.19672,404326326272
run_3_repetition_3,performance,home_timeline,low,performance_home_timeline_low,18.68,5164.076354980469,1495.9541015625,3668.1222534179688,0,18.68,0,0.0739425321306748,14,17,17,18,120.54209804534912,2.9901451438295945,2594.0625,0.09937495589924022,40179910842.181816,404326326272
run_41_repetition_4,conservative,home_timeline,high,conservative_home_timeline_high,35.25,3137.6767578124636,410.0045776366897,2727.672180175774,0,35.25,0,0.01273802813730756,71,90,130,160,121.29096221923828,9.052034889699007,901.8125,0.09942070388446872,40198407956.9836,404326326272
run_21_repetition_13,userspace,home_timeline,low,userspace_home_timeline_low,33.35,3277.0828247070312,419.1403198242187,2857.9425048828125,0,33.35,0,0.07407614413076728,13,17,17,18,121.35194849967957,7.209152530481823,958.46875,0.09933251374846228,40162750363.27869,404326326272
run_52_repetition_13,schedutil,compose_post,medium,schedutil_compose_post_medium,277.46,7277.510681152344,2114.9038696289062,5162.6068115234375,5.92,61.65,209.89,0.00369165155642793,280,400,430,450,120.67881846427916,33.07950192194217,1851.1875,0.09931344467495722,40155040234.84297,404326326272
run_10_repetition_2,powersave,media,medium,powersave_media_medium,256.78,4453.268554687471,1130.606750488252,3322.6618041992188,13.18,49.5,194.1,0.00717874009913164,130,210,240,290,121.68975353240968,48.622943647816534,799.875,0.09963943882472139,40286848251.80328,404326326272
run_1_repetition_0,performance,media,medium,performance_media_medium,194.23000000000002,6006.6156005859375,1726.4722290039062,4280.143371582031,5.49,53.15,135.59,0.00647981098955722,140,210,250,280,120.7799437046051,21.044276338963467,2762.65625,0.10056735636909525,40662029743.6033,404326326272
run_46_repetition_12,schedutil,media,medium,schedutil_media_medium,195.67,5309.5565185546875,1323.2738647460938,3986.2826538085938,6.66,44.47,144.54,0.00647122974601071,140,220,250,280,120.78300714492798,23.20247474719178,1603.25,0.10111550562496868,40883660918.47934,404326326272
run_34_repetition_7,ondemand,compose_post,medium,ondemand_compose_post_medium,318.98,6168.703491210923,1357.654296875,4811.049194335923,7.69,75.48,235.81,0.00350205375563551,280,400,430,540,120.69877481460573,36.49208569772972,1024.5625,0.10156290472929937,41064556154.71075,404326326272
run_11_repetition_4,powersave,media,high,powersave_media_high,337.32,4457.554016113296,1105.5545654296875,3351.9994506836083,10.55,87.42,239.35,0.00516969923981196,160,270,300,1100,122.4112937450409,49.70551663370637,799.75,0.10202757238379463,41252433520.39024,404326326272
run_38_repetition_2,conservative,media,high,conservative_media_high,238.68,4790.102539062485,994.63433837890625,3795.468200683579,4.93,50.41,183.34,0.00527452114139969,160,260,300,740,121.75638771057127,26.896583635054647,1061.4375,0.10270558436106371,41526571612.327866,404326326272
run_53_repetition_9,schedutil,compose_post,high,schedutil_compose_post_high,256.94,6965.876403808579,1999.916748046875,4965.959655761704,6.76,58.54,191.64,0.00166733697825253,380,1300,1800,2500,120.75922346115112,31.384374841447336,1412.21875,0.10288308024320136,41598337870.28099,404326326272
run_43_repetition_0,conservative,compose_post,medium,conservative_compose_post_medium,254.36,6047.620300293056,1358.256042480527,4689.364257812529,10.64,52.01,191.71,0.00331681794821901,310,430,440,540,120.74074840545654,37.970728081704905,1019.65625,0.10286376578089865,41590528524.694214,404326326272
run_48_repetition_11,schedutil,home_timeline,low,schedutil_home_timeline_low,38.73,3131.410461425781,398.286376953125,2733.124084472656,0.01,38.72,0,0.07413871788325925,14,17,17,18,120.57616901397704,6.945892957046876,1657.75,0.10296919083337622,41633154648.859505,404326326272
run_18_repetition_5,userspace,media,low,userspace_media_low,317.66999999999996,6311.422241210967,2085.076599121123,4226.345642089844,9.07,82.38,226.22,0.07669708061736275,12,19,20,25,121.31381273269652,32.20950869095226,1243.9375,0.10341827878941465,41814732732.29752,404326326272
run_35_repetition_1,ondemand,compose_post,high,ondemand_compose_post_high,224.02999999999997,6901.648010253877,2008.564697265596,4893.083312988281,8.38,64.08,151.57,0.00173682555760588,360,1300,1700,2300,120.70043873786926,35.06141183805491,1370.34375,0.10370532170875146,41930791741.35537,404326326272
run_6_repetition_0,performance,compose_post,low,performance_compose_post_low,238.34,7210.781433105527,2215.594665527402,4995.186767578125,5.78,55.5,177.06,0.0122989179885951,81,98,110,110,120.51787972450256,26.711025844535918,2720.875,0.10379420527420949,41966729706.84297,404326326272
run_4_repetition_11,performance,home_timeline,medium,performance_home_timeline_medium,11.43,4509.876342773496,1137.256530761777,3372.6198120117188,0,11.43,0,0.01406824863859583,69,87,100,130,120.71431255340576,3.5402660205929495,2794.40625,0.1038533268888632,41990634132.099174,404326326272
run_44_repetition_0,conservative,compose_post,high,conservative_compose_post_high,279.13,5937.226562500029,1431.2020874023729,4506.024475097656,9.89,90.14,179.1,0.00162867972798931,410,1300,1800,2600,120.74549961090088,36.074879888044904,1034.875,0.10381747386983094,41976137812.6281,404326326272
run_27_repetition_10,ondemand,media,low,ondemand_media_low,234.47,5190.4653930664645,1302.6089477539354,3887.856445312529,8.27,47.1,179.1,0.06497310773334457,15,22,23,30,120.62975406646729,25.29369850864649,1236.40625,0.10405260670191335,42071208206.80991,404326326272
run_37_repetition_4,conservative,media,medium,conservative_media_medium,256.18,4895.770141601592,1121.376220703154,3774.3939208984375,7.42,47.99,200.77,0.00654072492908046,140,210,250,290,121.07501816749571,27.79284801102075,980.5625,0.10454227752600313,42269195012.19672,404326326272
run_38_repetition_11,conservative,media,high,conservative_media_high,184.49,4885.870117187529,1115.3665161133104,3770.503601074219,7.84,52.12,124.53,0.00528227969613227,160,260,300,720,121.59593462944032,27.214912981283476,952.96875,0.10511147755423243,42499337568.52459,404326326272
run_0_repetition_8,performance,media,low,performance_media_low,186.26999999999998,6738.671874999971,2177.391418457002,4561.280456542969,7.31,45.64,133.32,0.0660146694244661,15,21,23,27,120.53444743156432,19.459903695674477,2691.5625,0.10565866348447576,42720579245.4876,404326326272
run_1_repetition_8,performance,media,medium,performance_media_medium,166.4,5964.250549316377,1707.195617675723,4257.054931640654,4.87,45.85,115.68,0.00605762193679316,160,230,270,300,120.83114743232728,19.577536109804118,2899.6875,0.1060626995714083,42883941672.19835,404326326272
run_23_repetition_9,userspace,home_timeline,high,userspace_home_timeline_high,15.72,4569.891418457002,1131.212219238252,3438.67919921875,0,15.71,0.01,0.01278712545680922,71,90,130,160,121.01357197761536,4.716086327709013,2770.6875,0.10645679490481937,43043284790.55738,404326326272
run_36_repetition_8,conservative,media,low,conservative_media_low,229.72000000000003,5191.774902343692,1457.7869873046584,3733.9879150390334,8.67,70.72,150.33,0.074962691340081,13,19,20,26,120.71587681770325,32.041216377476765,1106.71875,0.10664377364938367,43118885219.43802,404326326272
run_26_repetition_0,userspace,compose_post,high,userspace_compose_post_high,428.26,6881.818359375,2327.988220214873,4553.830139160127,11.97,131.36,284.93,0.00138408139186407,680,1200,1300,1700,121.39961457252502,56.44785209397068,965.53125,0.10685564002557395,43204548372.9836,404326326272
run_26_repetition_3,userspace,compose_post,high,userspace_compose_post_high,433.51,6914.360961914092,2338.536865234346,4575.824096679746,10.98,86.82,335.71,0.00121362261337046,740,1400,1600,2000,121.48934388160706,56.66278478655904,922.25,0.10684981810002142,43202194415.21311,404326326272
run_7_repetition_7,performance,compose_post,medium,performance_compose_post_medium,186.67000000000002,7709.446350097569,2291.791503906221,5417.654846191348,6.66,53.02,126.99,0.00361615241261765,280,410,430,530,120.5378143787384,31.304188456386328,2755.09375,0.10689879410849175,43221996704.79339,404326326272
run_38_repetition_5,conservative,media,high,conservative_media_high,194.03,5009.483947753906,1235.7806396484375,3773.7033081054688,5.42,61.47,127.14,0.00525967304613834,160,260,300,750,121.77698683738708,27.544438625456852,986.5625,0.10696780972241463,43249901534.42623,404326326272
run_19_repetition_1,userspace,media,medium,userspace_media_medium,358.54,6206.366455078154,2113.669616699248,4092.6968383789062,12.39,89.72,256.43,0.00703183124432293,130,210,240,290,121.62152910232544,42.74783807382232,856.09375,0.10751531817259002,43471273614.68852,404326326272
run_27_repetition_8,ondemand,media,low,ondemand_media_low,188.29999999999998,5333.757934570345,1435.433288574248,3898.3246459960974,7.26,50.16,130.88,0.06506662597858548,15,22,23,58,120.6256194114685,24.985453270729785,1155.84375,0.10823334319715272,43761590035.04132,404326326272
run_52_repetition_3,schedutil,compose_post,medium,schedutil_compose_post_medium,314.62,7458.601501464873,2195.318054199248,5263.283447265625,6.95,64.86,242.81,0.00364695823820031,280,410,440,460,120.58961176872252,32.23921091865347,1727.21875,0.10854290807422036,43886755264.52892,404326326272
run_18_repetition_13,userspace,media,low,userspace_media_low,224.94,6602.999023437507,2230.58154296875,4372.417480468757,9.84,54.43,160.67,0.07414360940591405,13,20,22,25,121.14743781089784,30.15513997654284,1262.25,0.10892848341790946,44042653526.743805,404326326272
run_52_repetition_10,schedutil,compose_post,medium,schedutil_compose_post_medium,256.68,7437.5327758789135,2235.2151489257812,5202.317626953132,8.43,61.99,186.26,0.00352682607393487,290,420,460,640,120.6510887145996,31.127891095663028,1464.21875,0.10940623781490709,44235822206.94215,404326326272
run_41_repetition_5,conservative,home_timeline,high,conservative_home_timeline_high,28.93,3310.493896484375,538.60150146484375,2771.8923950195312,0,28.93,0,0.0126912552612864,72,91,130,160,121.3140435218811,9.208567811634207,1029.625,0.10955519722851495,44296050419.40984,404326326272
run_6_repetition_9,performance,compose_post,low,performance_compose_post_low,217.27999999999997,7435.564147949182,2300.6937255859084,5134.870422363274,8.15,58.21,150.92,0.01163197122876767,86,110,110,120,120.5186357498169,27.753233412881034,2700.03125,0.10955865450474442,44297448287.20661,404326326272
run_11_repetition_12,powersave,media,high,powersave_media_high,275.15999999999997,4729.837829589815,1385.629882812471,3344.207946777344,9.88,82.14,183.14,0.00491686399334782,160,270,300,2000,122.24174380302428,50.088235825300224,799.75,0.1099680730794129,44462986995.40984,404326326272
run_9_repetition_3,powersave,media,low,powersave_media_low,308.11,5018.927604882774,1535.9039842773054,3483.0236206054688,6.56,92.76,208.79,0.08690301672538228,11,16,18,23,121.35057544708252,44.929175563431414,799.84375,0.11082537526161826,44809616837.2459,404326326272
run_20_repetition_11,userspace,media,high,userspace_media_high,306.9,4739.600524902344,1374.0919799804692,3365.508544921875,9.75,86.53,210.62,0.00494382817999953,160,270,300,1900,122.38490796089172,50.2468595950584,799.625,0.11166709121656285,45149944757.07317,404326326272
run_0_repetition_5,performance,media,low,performance_media_low,184.26,6879.386047363281,2286.7056274414062,4592.680419921875,7.02,49.87,127.37,0.06935377491963961,14,21,22,27,120.54380011558531,19.08491147352644,2838.96875,0.11232129859007353,45414458021.0248,404326326272
run_53_repetition_1,schedutil,compose_post,high,schedutil_compose_post_high,206.61,7479.821105957017,2201.4052734375,5278.415832519517,8.48,41.72,156.41,0.00176570917773541,380,1200,1700,2300,120.6273250579834,31.671874614586386,1661.3125,0.11267185261475339,45556196241.983475,404326326272
run_9_repetition_12,powersave,media,low,powersave_media_low,382.8,4954.467041015625,1474.4523315429688,3480.014709472656,11.48,103.07,268.25,0.08448690487405477,11,17,18,24,121.35816502571106,43.59941976227355,799.84375,0.11289575231258786,45646724784.2623,404326326272
run_27_repetition_0,ondemand,media,low,ondemand_media_low,235.87,5439.689575195342,1486.9216918945312,3952.7678833008104,7.83,51.51,176.53,0.06667669086617026,15,21,23,27,120.59903621673584,25.694277319841643,1135.4375,0.11341023370167677,45854743154.24793,404326326272
run_31_repetition_4,ondemand,home_timeline,medium,ondemand_home_timeline_medium,20.25,3188.5441284179688,457.6726684570313,2730.8714599609375,0,20.23,0.02,0.0139879742053887,69,88,100,130,120.81111335754396,5.722115441833522,1238.875,0.11377144636318302,46000790942.67769,404326326272
run_38_repetition_10,conservative,media,high,conservative_media_high,201.9,4953.2891845703125,1230.0488891601562,3723.240295410156,6.85,42.64,152.41,0.00526832274619466,160,260,300,730,121.71605277061462,27.726130471854912,1033.53125,0.11384935130071601,46032289959.86885,404326326272
run_43_repetition_9,conservative,compose_post,medium,conservative_compose_post_medium,181.68,6289.892333984375,1499.3867797851562,4790.505554199219,4.65,60.26,116.77,0.00326826094375244,320,430,450,550,120.78406739234924,36.73401802624307,924.8125,0.11417765421361441,46165031470.545456,404326326272
run_19_repetition_12,userspace,media,medium,userspace_media_medium,367.26,6100.81768798828,2025.8226928710935,4074.994995117187,9.83,107.93,249.5,0.00697144591946387,130,210,240,290,121.65556216239928,42.312049752376126,915.6875,0.11433701846387755,46229466632.39344,404326326272
run_21_repetition_14,userspace,home_timeline,low,userspace_home_timeline_low,47.97,4877.6856689453125,1401.2879028320312,3476.3977661132812,0,47.97,0,0.07423732923914392,13,17,17,18,121.1558449268341,6.9212517700627565,865.59375,0.11461117303657606,46340314543.6033,404326326272
run_44_repetition_9,conservative,compose_post,high,conservative_compose_post_high,249.38,6215.553405761719,1456.8508911132812,4758.7025146484375,7.23,67.46,174.69,0.00166632596976622,400,1300,1700,2500,120.77015519142152,36.84696699164746,1068.1875,0.11461496834817708,46341849088,404326326272
run_11_repetition_6,powersave,media,high,powersave_media_high,336.09,4705.8994140625,1363.2425537109375,3342.6568603515625,8.08,104.06,223.95,0.00479600282403645,160,270,310,2200,122.30484437942503,50.29342513787941,799.71875,0.11515149557708651,46558781171.40984,404326326272
run_34_repetition_6,ondemand,compose_post,medium,ondemand_compose_post_medium,250.11,6904.289489746094,1891.247802734375,5013.041687011719,8.98,44.85,196.28,0.00328918556701259,320,430,460,530,120.69596934318542,35.64461163997897,1242.09375,0.11602416632328287,46911624928.264465,404326326272
run_39_repetition_7,conservative,home_timeline,low,conservative_home_timeline_low,38.95,3174.644409179688,450.28021240234375,2724.364196777344,0,38.95,0,0.07279068827877805,14,17,17,18,120.70283150672913,7.037376490875709,1071.4375,0.11604127829590306,46918543749.28925,404326326272
run_0_repetition_13,performance,media,low,performance_media_low,172.45,6923.742431640596,2279.5377197265625,4644.204711914033,6.21,45.62,120.62,0.06996172653184074,14,20,22,27,120.5264925956726,19.87005531592371,2684.75,0.11612864556187273,46953868634.9752,404326326272
run_26_repetition_10,userspace,compose_post,high,userspace_compose_post_high,190.52,7449.7046508789135,2200.637634277351,5249.0670166015625,5.67,37.24,147.61,0.00163704156663151,380,1500,1900,2500,120.60895204544067,29.39750204652486,2762.1875,0.1164245256497753,47073500743.93388,404326326272
run_30_repetition_5,ondemand,home_timeline,low,ondemand_home_timeline_low,26.48,3218.6057739257812,447.8323364257813,2770.7734375,0,26.48,0,0.07401852948008165,14,17,17,18,120.60846519470216,5.340054240185491,1134.90625,0.11650811309281967,47107297347.70248,404326326272
run_33_repetition_10,ondemand,compose_post,low,ondemand_compose_post_low,298.48,5921.627929687493,1395.7104492187427,4525.91748046875,9.29,86.57,202.62,0.00970796543625704,100,120,120,140,120.6071093082428,32.67746117238478,1175.1875,0.11650520850565445,47106122946.64463,404326326272
run_39_repetition_5,conservative,home_timeline,low,conservative_home_timeline_low,34.39,3213.685058593801,465.0750732421802,2748.6099853516207,0,34.39,0,0.07434473040481857,13,17,17,18,120.71323537826538,7.120113671764979,1029.71875,0.11662609996361382,47155002545.71901,404326326272
run_28_repetition_12,ondemand,media,medium,ondemand_media_medium,183.60000000000002,5902.151489257783,1791.7498779296875,4110.401611328096,5.84,45.27,132.49,0.00641307130819818,140,220,260,290,120.85597562789916,22.932637750117244,1218.75,0.11671857999956609,47192394658.90909,404326326272
run_53_repetition_8,schedutil,compose_post,high,schedutil_compose_post_high,260.79,7433.32763671875,2207.5773315429688,5225.750305175781,5.25,73.73,181.81,0.00178944454112898,390,1200,1500,2200,120.66264510154724,31.75815529217713,1499.59375,0.1171715259754114,47375532641.32231,404326326272
run_36_repetition_11,conservative,media,low,conservative_media_low,239.67000000000002,5114.289794921846,1439.443115234375,3674.846679687471,7.58,65.54,166.55,0.07135537421678312,14,20,21,28,120.71082258224487,32.376392390732924,964.75,0.11731158881379919,47432163734.214874,404326326272
run_46_repetition_2,schedutil,media,medium,schedutil_media_medium,178.06,5871.209160058577,1722.5736694335865,4148.635490624991,5.84,46.25,125.97,0.00643775999440725,140,220,250,280,120.84752678871156,22.642913406545468,1719,0.11778213871609353,47622419447.53719,404326326272
run_45_repetition_11,schedutil,media,low,schedutil_media_low,159.73,6010.6995239257885,1705.7051391601635,4304.994384765625,6.15,44.78,108.8,0.06487691516058859,15,21,23,28,120.56447386741638,20.867758148726967,1628.59375,0.11833699147080375,47846761023.47108,404326326272
run_1_repetition_7,performance,media,medium,performance_media_medium,191.06,6187.1585693359375,1856.2877807617188,4330.870788574219,5.03,48.14,137.89,0.00649852572496485,140,220,250,280,120.8132815361023,20.38282898388618,2883.875,0.11871443316669353,47999370637.75207,404326326272
